Condition,timefit,Time,Gate,TOF,Extinction,Green,logGreen
CM25,24,T24,R4,2634,3426,3719,8.221210094
CM25,24,T24,R4,2343,3065,4363,8.380915173
CM25,24,T24,R4,3028,2495,3592,8.186464429
CM25,24,T24,R4,2669,1855,3676,8.209580483
CM25,24,T24,R4,2393,2644,2303,7.7419679
CM25,24,T24,R5,2334,2044,50.9,3.929862924
CM25,24,T24,R5,2207,2767,72.8,4.287715955
CM25,24,T24,R3,2522,2272,48.5,3.881563798
CM25,24,T24,R4,1708,1829,1190,7.081708586
CM25,24,T24,R4,2285,2229,4107,8.320448114
CM25,24,T24,R5,1854,1690,60.6,4.104294893
CM25,24,T24,R4,2073,2876,2496,7.822444729
CM25,24,T24,R4,2022,2177,3636,8.198639455
CM25,24,T24,R3,1789,1913,42.5,3.749504076
CM25,24,T24,R4,2548,2490,3921,8.274102002
CM25,24,T24,R4,1967,2692,2000,7.60090246
CM25,24,T24,R5,2412,2628,105,4.65396035
CM25,24,T24,R4,2604,3164,1312,7.17930797
CM25,24,T24,R4,2497,2419,3335,8.112227958
CM25,24,T24,R4,2633,2406,4752,8.466320861
CM25,24,T24,R5,2326,2150,294,5.683579767
CM25,24,T24,R5,2424,3244,203,5.313205979
CM25,24,T24,R4,2527,2668,4022,8.29953457
CM25,24,T24,R5,1538,2005,401,5.993961427
CM25,24,T24,R4,2497,2556,3468,8.151333338
CM25,24,T24,R5,1771,2770,201,5.303304908
CM25,24,T24,R4,2613,2651,3716,8.2204031
CM25,24,T24,R4,1921,1997,3798,8.242229891
CM25,24,T24,R3,2486,2540,30.2,3.407841924
CM25,24,T24,R4,2540,2958,1899,7.549082711
CM25,24,T24,R4,1718,1981,2639,7.878155337
CM25,24,T24,R3,2683,2580,47.9,3.869115504
CM25,24,T24,R4,2056,2463,3437,8.142354277
CM25,24,T24,R4,2349,2642,4037,8.303257121
CM25,24,T24,R4,2863,3643,2488,7.819234454
CM25,24,T24,R4,2230,2643,4155,8.332067707
CM25,24,T24,R3,2045,1946,45.7,3.822098298
CM25,24,T24,R5,1961,3087,354,5.869296913
CM25,24,T24,R5,1526,2176,323,5.777652323
CM25,24,T24,R4,1791,2609,1320,7.185387016
CM25,24,T24,R2,2751,2856,730,6.593044534
CM25,24,T24,R4,1717,2057,1666,7.418180823
CM25,24,T24,R4,2521,2601,4113,8.321907968
CM25,24,T24,R3,2089,1952,44.2,3.788724789
CM25,24,T24,R2,2219,2027,1131,7.030857476
CM25,24,T24,R5,2373,2556,155,5.043425117
CM25,24,T24,R5,1801,2630,125,4.828313737
CM25,24,T24,R4,1922,1572,1838,7.516433303
CM25,24,T24,R4,1777,2094,1606,7.381501895
CM25,24,T24,R5,2626,3225,72.2,4.279440046
CM25,24,T24,R4,2825,3536,3090,8.03592637
CM25,24,T24,R4,2682,2568,1578,7.363913501
CM25,24,T24,R4,2507,2943,3977,8.288283045
CM25,24,T24,R5,2909,2663,353,5.866468057
CM25,24,T24,R4,2220,2785,1945,7.573017256
CM25,24,T24,R4,1997,2816,3244,8.084562415
CM25,24,T24,R3,2559,2010,42.1,3.740047741
CM25,24,T24,R5,2246,3079,90.2,4.502029427
CM25,24,T24,R5,2590,2929,122,4.804021045
CM25,24,T24,R5,1744,1702,334,5.811140993
CM25,24,T24,R4,1518,2294,2650,7.882314919
CM25,24,T24,R4,2367,2355,3829,8.250358951
CM25,24,T24,R4,2405,2613,3821,8.248267447
CM25,24,T24,R5,2219,2377,266,5.583496309
CM25,24,T24,R2,2253,1779,651,6.478509642
CM25,24,T24,R5,2359,2419,84.4,4.435567402
CM25,24,T24,R4,2503,2914,3953,8.282230063
CM25,24,T24,R5,2016,2416,48.1,3.873282177
CM25,24,T24,R2,2607,2482,1005,6.91274282
CM25,24,T24,R5,2118,2090,51.6,3.943521672
CM25,24,T24,R4,2649,2519,4167,8.334951631
CM25,24,T24,R3,2303,1745,39.9,3.686376324
CM25,24,T24,R4,2470,2689,3625,8.195609567
CM25,24,T24,R5,2072,2736,64.2,4.162003211
CM25,24,T24,R2,2115,2278,1071,6.97634807
CM25,24,T24,R4,3085,2254,1657,7.412764017
CM25,24,T24,R2,2886,3330,842,6.735780014
CM25,24,T24,R4,2512,2440,1837,7.515889085
CM25,24,T24,R4,2834,1966,4331,8.373553741
CM25,24,T24,R4,2325,2652,3348,8.116118432
CM25,24,T24,R4,2070,1842,1944,7.572502985
CM25,24,T24,R2,2034,2418,1086,6.9902565
CM25,24,T24,R4,2497,2400,1625,7.393263095
CM25,24,T24,R5,2466,2734,267,5.587248658
CM25,24,T24,R5,2487,3068,72.7,4.286341385
CM25,24,T24,R4,2501,3464,3298,8.101071503
CM25,24,T24,R2,1763,2424,644,6.467698726
CM25,24,T24,R2,2735,2709,707,6.561030666
CM25,24,T24,R3,2581,2151,36.8,3.605497845
CM25,24,T24,R2,2299,2148,633,6.450470422
CM25,24,T24,R4,2966,4071,4032,8.30201781
CM25,24,T24,R4,1557,2458,1214,7.101675972
CM25,24,T24,R3,2133,2164,43.6,3.77505715
CM25,24,T24,R2,2207,2419,521,6.255750042
CM25,24,T24,R4,1951,2508,1856,7.526178913
CM25,24,T24,R4,1974,2269,2287,7.734996194
CM25,24,T24,R4,2444,2234,4714,8.458292083
CM25,24,T24,R3,1787,1905,35.8,3.577947893
CM25,24,T24,R5,2729,3346,370,5.913503006
CM25,24,T24,R4,2376,3019,2840,7.951559331
CM25,24,T24,R4,2168,2860,3942,8.279443488
CM25,24,T24,R4,2050,2368,1523,7.328437353
CM25,24,T24,R5,2000,2505,47,3.850147602
CM25,24,T24,R3,2199,1938,32.8,3.490428515
CM25,24,T24,R2,2713,3551,871,6.769641977
CM25,24,T24,R2,1545,2025,54.2,3.992680908
CM25,24,T24,R4,2047,2317,3190,8.067776196
CM25,24,T24,R5,2617,2900,67,4.204692619
CM25,24,T24,R4,2796,1842,1651,7.409136444
CM25,24,T24,R5,1844,2684,110,4.700480366
CM25,24,T24,R4,2424,2444,4665,8.447843113
CM25,24,T24,R4,2206,1975,3609,8.191186005
CM25,24,T24,R5,3022,2753,255,5.541263545
CM25,24,T24,R2,2606,3373,1112,7.013915475
CM25,24,T24,R2,1532,2240,699,6.549650742
CM25,24,T24,R4,2558,2442,4376,8.383890344
CM25,24,T24,R2,2170,2442,534,6.280395839
CM25,24,T24,R4,2252,2862,2740,7.915713199
CM25,24,T24,R4,2056,3103,1246,7.127693699
CM25,24,T24,R4,2513,2766,3247,8.085486772
CM25,24,T24,R5,1761,2010,41.6,3.728100167
CM25,24,T24,R4,1698,2285,2269,7.727094485
CM25,24,T24,R4,2584,2926,2651,7.882692206
CM25,24,T24,R5,2188,2688,132,4.882801923
CM25,24,T24,R4,2488,2214,3685,8.212025805
CM25,24,T24,R4,2302,2591,1767,7.477038472
CM25,24,T24,R5,2402,2239,70,4.248495242
CM25,24,T24,R4,2498,3463,4296,8.365439636
CM25,24,T24,R5,1840,2522,82.6,4.414009681
CM25,24,T24,R5,2822,3042,81.3,4.398146017
CM25,24,T24,R4,2107,2906,2299,7.740229525
CM25,24,T24,R3,2739,2132,30.4,3.414442608
CM25,24,T24,R4,2225,2653,3785,8.238801166
CM25,24,T24,R5,2349,2721,77.2,4.346399457
CM25,24,T24,R4,2612,2192,1966,7.583756301
CM25,24,T24,R3,2030,1914,35.5,3.569532696
CM25,24,T24,R4,2453,3365,4367,8.381831553
CM25,24,T24,R2,2261,2744,853,6.748759547
CM25,24,T24,R4,2508,2617,3350,8.116715625
CM25,24,T24,R5,1990,2337,59.3,4.082609306
CM25,24,T24,R5,2738,2821,91.6,4.517431272
CM25,24,T24,R5,2201,2788,84.3,4.434381865
CM25,24,T24,R5,2506,2308,57.1,4.044804117
CM25,24,T24,R5,2104,2386,101,4.615120517
CM25,24,T24,R3,2153,2097,38.9,3.660994251
CM25,24,T24,R4,2281,2352,4001,8.294299609
CM25,24,T24,R3,2045,1620,29.3,3.377587516
CM25,24,T24,R5,2905,2745,67,4.204692619
CM25,24,T24,R4,3122,4020,3462,8.149601736
CM25,24,T24,R5,2468,2616,55.1,4.009149716
CM25,24,T24,R4,2093,2025,3393,8.129469765
CM25,24,T24,R2,2984,3229,1269,7.145984468
CM25,24,T24,R5,1770,2116,66.1,4.191168747
CM25,24,T24,R5,1938,2356,68.9,4.232656178
CM25,24,T24,R5,2481,3078,134,4.8978398
CM25,24,T24,R4,1963,2439,1489,7.305860033
CM25,24,T24,R4,2669,2725,4394,8.387995253
CM25,24,T24,R2,2913,3345,909,6.812345094
CM25,24,T24,R5,2061,2311,204,5.318119994
CM25,24,T24,R5,2376,3192,437,6.079933195
CM25,24,T24,R4,2576,3555,4306,8.367764678
CM25,24,T24,R5,2494,2280,206,5.327876169
CM25,24,T24,R4,2648,3555,3598,8.188133415
CM25,24,T24,R4,2309,2043,2222,7.70616297
CM25,24,T24,R4,1622,2394,1911,7.555381944
CM25,24,T24,R4,2143,1919,2409,7.786967003
CM25,24,T24,R4,2348,2242,4305,8.367532417
CM25,24,T24,R2,2523,2168,592,6.383506635
CM25,24,T24,R5,2085,2031,46.5,3.839452313
CM25,24,T24,R4,2279,2221,3402,8.132118773
CM25,24,T24,R4,2026,2410,1972,7.586803535
CM25,24,T24,R5,1631,2564,98.3,4.588024027
CM25,24,T24,R2,1929,1962,1019,6.926577033
CM25,24,T24,R3,2881,2111,27.8,3.325036021
CM25,24,T24,R5,2118,2286,52.5,3.96081317
CM25,24,T24,R4,2397,2700,3234,8.08147504
CM25,24,T24,R4,2383,2145,2836,7.950149888
CM25,24,T24,R4,2401,2781,3724,8.222553638
CM25,24,T24,R4,2741,3432,4344,8.376550862
CM25,24,T24,R2,2226,2675,915,6.818924065
CM25,24,T24,R2,2170,2510,568,6.342121419
CM25,24,T24,R2,2520,3134,791,6.673297968
CM25,24,T24,R5,1742,2386,62.7,4.138361448
CM25,24,T24,R4,2700,2486,2827,7.946971358
CM25,24,T24,R5,2205,2170,433,6.070737728
CM25,24,T24,R4,2979,4415,5196,8.555644378
CM25,24,T24,R5,2230,2768,117,4.762173935
CM25,24,T24,R5,2453,2516,58.8,4.074141855
CM25,24,T24,R4,2766,1820,1721,7.450660796
CM25,24,T24,R3,2271,2480,48.8,3.887730313
CM25,24,T24,R5,2441,2746,116,4.753590191
CM25,24,T24,R5,2970,3400,76.7,4.339901708
CM25,24,T24,R4,2643,3188,4537,8.42002128
CM25,24,T24,R5,2368,2711,149,5.003946306
CM25,24,T24,R4,2377,2843,4385,8.385944905
CM25,24,T24,R2,2778,3388,916,6.820016365
CM25,24,T24,R5,2550,2943,60.7,4.105943698
CM25,24,T24,R5,2262,2155,382,5.945420609
CM25,24,T24,R4,2465,3000,1456,7.283448229
CM25,24,T24,R3,2286,1829,35.4,3.56671182
CM25,24,T24,R2,2156,1844,574,6.352629396
CM25,24,T24,R2,2768,3706,1136,7.035268599
CM25,24,T24,R5,2081,2618,68.3,4.223909767
CM25,24,T24,R3,2333,1907,46.2,3.832979798
CM25,24,T24,R5,2448,1849,58.1,4.062165664
CM25,24,T24,R5,2612,2893,67,4.204692619
CM25,24,T24,R4,2409,2370,3203,8.07184315
CM25,24,T24,R4,2313,2539,1237,7.120444372
CM25,24,T24,R4,2772,3096,2268,7.726653665
CM25,24,T24,R4,2239,2557,1882,7.54009032
CM25,24,T24,R4,1695,2578,2823,7.945555428
CM25,24,T24,R5,2194,2651,56.8,4.039536326
CM25,24,T24,R4,2540,3581,4512,8.414495793
CM25,24,T24,R4,2667,3389,4159,8.33302994
CM25,24,T24,R5,1956,3119,433,6.070737728
CM25,24,T24,R4,2790,3580,5105,8.537975731
CM25,24,T24,R4,1790,2388,3219,8.076826031
CM25,24,T24,R4,2166,2947,1534,7.335633982
CM25,24,T24,R4,2230,2054,2625,7.872836175
CM25,24,T24,R2,2643,1814,691,6.538139824
CM25,24,T24,R4,2637,3745,3902,8.269244521
CM25,24,T24,R5,2515,2623,62.1,4.128745989
CM25,24,T24,R2,2220,2496,1087,6.991176887
CM25,24,T24,R5,2176,1687,340,5.828945618
CM25,24,T24,R4,2277,1602,3345,8.115221973
CM25,24,T24,R4,2400,1960,1370,7.222566019
CM25,24,T24,R4,3282,2965,3121,8.045908742
CM25,24,T24,R4,2662,2353,4240,8.352318548
CM25,24,T24,R4,2017,2600,3239,8.083019919
CM25,24,T24,R4,2667,2580,1857,7.526717561
CM25,24,T24,R5,2740,3465,407,6.008813185
CM25,24,T24,R4,2221,2081,2528,7.835183755
CM25,24,T24,R4,2288,3139,1977,7.589335823
CM25,24,T24,R4,1787,2424,3373,8.123557835
CM25,24,T24,R5,2380,2120,53.3,3.975936331
CM25,24,T24,R5,2454,2766,416,6.03068526
CM25,24,T24,R4,2866,3447,1629,7.395721609
CM25,24,T24,R4,2457,2387,3219,8.076826031
CM25,24,T24,R5,2154,2708,147,4.990432587
CM25,24,T24,R4,1938,2871,3790,8.240121298
CM25,24,T24,R4,2071,1912,3809,8.245121966
CM25,24,T24,R5,2618,3541,109,4.691347882
CM25,24,T24,R4,2435,3338,4057,8.308199063
CM25,24,T24,R4,1647,2562,3170,8.061486867
CM25,24,T24,R4,2798,3563,4377,8.384118837
CM25,24,T24,R4,1632,2197,2412,7.788211558
CM25,24,T24,R5,2285,3419,348,5.85220248
CM25,24,T24,R4,2595,3214,4620,8.438149984
CM25,24,T24,R2,1932,1858,1103,7.005789019
CM25,24,T24,R4,2200,2009,3974,8.287528423
CM25,24,T24,R4,2550,3110,2089,7.644440762
CM25,24,T24,R5,2481,3371,94.6,4.549657476
CM25,24,T24,R3,2094,1638,32.7,3.487375078
CM25,24,T24,R5,3054,3582,192,5.257495372
CM25,24,T24,R4,2694,3123,1620,7.390181428
CM25,24,T24,R4,2562,3798,4488,8.409162447
CM25,24,T24,R5,2148,3032,87.8,4.475061501
CM25,24,T24,R4,1996,2760,1477,7.297768283
CM25,24,T24,R4,2693,2701,4121,8.323851131
CM25,24,T24,R4,2333,1592,3475,8.153349758
CM25,24,T24,R5,2503,3467,302,5.710427017
CM25,24,T24,R3,2679,1912,34.9,3.552486829
CM25,24,T24,R3,2908,2185,36,3.583518938
CM25,24,T24,R5,2119,2237,57.4,4.050044303
CM25,24,T24,R4,2566,2139,2033,7.617267814
CM25,24,T24,R4,2339,3038,1747,7.46565531
CM25,24,T24,R4,2414,3362,4028,8.301025254
CM25,24,T24,R4,2645,2822,2865,7.960323629
CM25,24,T24,R4,3121,3785,5029,8.522976436
CM25,24,T24,R4,2702,3070,4420,8.393894975
CM25,24,T24,R4,2033,2884,2032,7.616775809
CM25,24,T24,R4,1843,1850,1877,7.537430037
CM25,24,T24,R4,2050,2583,3355,8.118207049
CM25,24,T24,R5,2033,2285,95.6,4.56017282
CM25,24,T24,R2,2251,1756,712,6.568077911
CM25,24,T24,R2,3008,3526,1094,6.997595983
CM25,24,T24,R5,2351,2715,53.2,3.974058396
CM25,24,T24,R5,2291,2839,91,4.510859507
CM25,24,T24,R4,2343,2945,4301,8.366602833
CM25,24,T24,R4,2557,2867,3814,8.246433786
CM25,24,T24,R5,2324,2233,128,4.852030264
CM25,24,T24,R5,2627,2950,69.9,4.247065649
CM25,24,T24,R5,2537,2501,69.6,4.242764567
CM25,24,T24,R5,2351,2511,60.6,4.104294893
CM25,24,T24,R4,2849,3103,3362,8.120291314
CM25,24,T24,R5,2556,2697,82.8,4.416428061
CM25,24,T24,R4,2531,2829,3338,8.113127104
CM25,24,T24,R4,2438,3280,3289,8.098338846
CM25,24,T24,R5,2708,2666,60.4,4.100989105
CM25,24,T24,R2,2812,2163,1113,7.014814351
CM25,24,T24,R2,3126,2276,1215,7.102499356
CM25,24,T24,R4,2196,2298,1630,7.396335294
CM25,24,T24,R4,2329,2018,2807,7.939871576
CM25,24,T24,R2,2438,1640,594,6.386879319
CM25,24,T24,R5,2593,2628,62.1,4.128745989
CM25,24,T24,R3,3026,2157,43.1,3.763522997
CM25,24,T24,R5,2080,1988,65,4.17438727
CM25,24,T24,R5,2611,2741,60.2,4.097672352
CM25,24,T24,R5,2475,1648,276,5.620400866
CM25,24,T24,R5,1719,2206,47.9,3.869115504
CM25,24,T24,R2,1913,1903,482,6.177944114
CM25,24,T24,R3,2667,2286,54,3.988984047
CM25,24,T24,R5,2453,3052,344,5.840641657
CM25,24,T24,R3,2197,2049,40.8,3.708682081
CM25,24,T24,R3,2076,1865,38.9,3.660994251
CM25,24,T24,R5,2690,3253,97,4.574710979
CM25,24,T24,R2,2117,2709,668,6.504288174
CM25,24,T24,R4,2474,3166,4313,8.369388997
CM25,24,T24,R4,2424,2197,1783,7.486052618
CM25,24,T24,R2,1572,1648,24.8,3.210843653
CM25,24,T24,R2,2439,2953,961,6.867974409
CM25,24,T24,R4,2340,1889,3814,8.246433786
CM25,24,T24,R2,2341,2799,591,6.381816017
CM25,24,T24,R3,2986,2120,51.8,3.947390149
CM25,24,T24,R4,2861,3638,1796,7.493317249
CM25,24,T24,R5,1970,1982,46.7,3.843744165
CM25,24,T24,R4,2470,2643,2303,7.7419679
CM25,24,T24,R5,1995,2324,65.6,4.183575696
CM25,24,T24,R4,2185,2095,3837,8.25244609
CM25,24,T24,R4,2323,1975,4164,8.33423143
CM25,24,T24,R4,2332,3111,2295,7.738488122
CM25,24,T24,R5,2487,2993,68.9,4.232656178
CM25,24,T24,R4,2647,2151,4757,8.467372496
CM25,24,T24,R5,2596,2864,69.6,4.242764567
CM25,24,T24,R2,3202,3596,1007,6.914730893
CM25,24,T24,R4,2264,2318,4134,8.32700074
CM25,24,T24,R4,2749,3646,4942,8.505525387
CM25,24,T24,R4,2396,2424,2112,7.655390645
CM25,24,T24,R2,1689,2672,545,6.300785795
CM25,24,T24,R4,2574,1932,4080,8.313852267
CM25,24,T24,R5,2480,2891,109,4.691347882
CM25,24,T24,R4,2079,2575,1562,7.35372233
CM25,24,T24,R4,2707,2095,4028,8.301025254
CM25,24,T24,R5,2135,2496,426,6.054439346
CM25,24,T24,R4,2194,2470,3692,8.213923596
CM25,24,T24,R2,2722,2835,1013,6.920671504
CM25,24,T24,R4,2425,3057,4211,8.345455428
CM25,24,T24,R5,2048,2611,69,4.234106505
CM25,24,T24,R4,2801,3282,3884,8.264620829
CM25,24,T24,R5,1604,1836,425,6.052089169
CM25,24,T24,R5,2018,1959,50.1,3.914021008
CM25,24,T24,R4,2433,2911,2033,7.617267814
CM25,24,T24,R4,2601,1804,4028,8.301025254
CM25,24,T24,R4,2279,2564,1395,7.240649694
CM25,24,T24,R4,2394,2908,3664,8.206310726
CM25,24,T24,R5,2157,2448,53.9,3.987130478
CM25,24,T24,R5,2020,1700,458,6.126869184
CM25,24,T24,R4,2468,2590,4509,8.413830678
CM25,24,T24,R5,2764,3242,71.4,4.268297869
CM25,24,T24,R4,2019,2024,3513,8.164225652
CM25,24,T24,R4,2738,2754,2958,7.992268643
CM25,24,T24,R4,3207,4351,3570,8.180320875
CM25,24,T24,R4,2262,2187,4003,8.294799359
CM25,24,T24,R5,2837,3619,73.9,4.302712828
CM25,24,T24,R5,2881,3065,64,4.158883083
CM25,24,T24,R2,1863,2446,623,6.434546519
CM25,24,T24,R5,1826,2200,96.1,4.565389316
CM25,24,T24,R2,3126,3533,1184,7.076653815
CM25,24,T24,R4,2250,2132,3366,8.121480375
CM25,24,T24,R5,2816,3175,81.5,4.40060302
CM25,24,T24,R3,2352,2261,39.3,3.671224519
CM25,24,T24,R5,2626,2896,396,5.981414211
CM25,24,T24,R5,2095,2517,318,5.762051383
CM25,24,T24,R2,2349,2633,717,6.575075841
CM25,24,T24,R4,2354,2349,2655,7.884199934
CM25,24,T24,R4,2061,1895,1984,7.592870288
CM25,24,T24,R4,2437,2580,3606,8.190354404
CM25,24,T24,R5,2821,2771,283,5.645446898
CM25,24,T24,R4,2798,3048,4804,8.477204183
CM25,24,T24,R5,2418,3475,90.3,4.50313746
CM25,24,T24,R4,2739,3197,4893,8.495560891
CM25,24,T24,R4,2337,2404,4262,8.357493813
CM25,24,T24,R4,3131,3756,5157,8.548110294
CM25,24,T24,R4,2124,2269,2842,7.952263309
CM25,24,T24,R4,1747,1700,3078,8.032035314
CM25,24,T24,R4,2238,2358,2559,7.847371836
CM25,24,T24,R2,3399,2526,4286,8.363109176
CM25,24,T24,R4,3173,5153,5798,8.665268309
CM25,24,T24,R4,2588,2850,4395,8.38822281
CM25,24,T24,R5,2291,2478,70.7,4.258445573
CM25,24,T24,R4,2668,2115,4890,8.494947582
CM25,24,T24,R5,2005,2519,174,5.159055299
CM25,24,T24,R5,2176,2261,48,3.871201011
CM25,24,T24,R4,2036,1596,2748,7.918628653
CM25,24,T24,R4,2867,2153,4695,8.454253392
CM25,24,T24,R5,1894,1922,70.1,4.249922794
CM25,24,T24,R4,2428,2855,1415,7.25488481
CM25,24,T24,R4,2864,3397,4722,8.459987718
CM25,24,T24,R5,2330,3366,77.6,4.351567427
CM25,24,T24,R5,2335,2554,112,4.718498871
CM25,24,T24,R5,2396,2195,67.1,4.206184044
CM25,24,T24,R4,2597,3157,3126,8.047509511
CM25,24,T24,R4,1905,2178,2915,7.977625099
CM25,24,T24,R5,2789,3850,106,4.663439094
CM25,24,T24,R2,2294,2675,988,6.895682698
CM25,24,T24,R5,2389,1772,263,5.572154032
CM25,24,T24,R4,2049,2267,2450,7.803843304
CM25,24,T24,R2,1695,2520,897,6.799055862
CM25,24,T24,R4,2755,2314,2671,7.890208213
CM25,24,T24,R5,1641,2379,229,5.433722004
CM25,24,T24,R4,2796,3162,4293,8.364741068
CM25,24,T24,R2,2562,2840,715,6.572282543
CM25,24,T24,R4,2752,3333,2557,7.846589975
CM25,24,T24,R4,2588,4115,4986,8.514389264
CM25,24,T24,R4,2277,2330,2892,7.969703583
CM25,24,T24,R4,1644,1854,2738,7.914983006
CM25,24,T24,R4,2532,2383,3537,8.171034189
CM25,24,T24,R4,2605,2194,4628,8.439880088
CM25,24,T24,R5,2373,2579,74.5,4.310799125
CM25,24,T24,R5,1885,2893,75.7,4.32677816
CM25,24,T24,R4,1689,2009,2228,7.708859601
CM25,24,T24,R5,2476,2803,54.2,3.992680908
CM25,24,T24,R3,2269,1974,35.5,3.569532696
CM25,24,T24,R5,2154,3149,197,5.283203729
CM25,24,T24,R4,2909,3299,5386,8.591558273
CM25,24,T24,R5,2484,2443,161,5.081404365
CM25,24,T24,R5,3117,2790,65.4,4.180522258
CM25,24,T24,R3,3166,2591,45.5,3.817712326
CM25,24,T24,R5,2420,2506,84,4.430816799
CM25,24,T24,R5,2387,2885,76.4,4.335982696
CM25,24,T24,R5,3082,2886,73.4,4.295923936
CM25,24,T24,R4,2471,2742,4085,8.315077007
CM25,24,T24,R4,3224,2914,1672,7.421775794
CM25,24,T24,R4,2283,3200,4127,8.32530603
CM25,24,T24,R4,1568,2272,2923,7.980365765
CM25,24,T24,R4,2661,2923,4145,8.329658068
CM25,24,T24,R4,2702,3191,1414,7.254177846
CM25,24,T24,R2,1984,2593,890,6.791221463