Time,Condition,Gate,TOF,Extinction,Green
T0,Low -,R5,2646,1656,236
T0,Low -,R5,1846,2510,420
T0,Low -,R5,2523,1857,101
T0,Low -,R5,1475,937,381
T24,Low -,R5,1996,2307,75.2
T24,Low -,R4,1839,2771,1461
T24,Low -,R5,2024,2312,107
T24,Low -,R5,2055,2870,58.3
T24,Low -,R5,2570,2551,68.8
T24,Low -,R5,2430,2401,80.2
T24,Low -,R5,2020,2754,69.1
T24,Low -,R5,2050,2618,71.6
T24,Low -,R2,2415,2990,676
T24,Low -,R5,2122,3060,110
T24,Low -,R5,1764,2210,59
T24,Low -,R3,1859,2029,42.9
T24,Low -,R4,1701,2238,1212
T24,Low -,R5,1969,2608,69.4
T24,Low -,R4,2169,2637,1466
T24,Low -,R4,1736,2274,1217
T24,Low -,R4,1437,1544,1774
T24,Low -,R5,2143,3026,73
T24,Low -,R5,1903,2806,108
T24,Low -,R4,1508,2080,1163
T24,Low -,R4,1385,1718,2006
T24,Low -,R5,2136,2791,73.7
T24,Low -,R2,2081,2576,561
T24,Low -,R5,1447,2292,62.5
T24,Low -,R5,2015,2553,64.2
T24,Low -,R2,1299,1832,36.8
T24,Low -,R2,1874,2343,717
T24,Low -,R2,1718,1637,525
T24,Low -,R5,2081,2502,376
T24,Low -,R2,1571,1629,734
T24,Low -,R5,2429,3171,461
T24,Low -,R5,2243,3518,109
T24,Low -,R2,1770,1639,852
T24,Low -,R5,1547,2389,78.9
T24,Low -,R5,2093,3013,109
T24,Low -,R5,2500,3529,100
T24,Low -,R4,1809,2281,1655
T24,Low -,R5,1900,2470,58.9
T24,Low -,R5,1559,2429,76.4
T24,Low -,R5,1727,2081,51.3
T24,Low -,R5,1649,2180,51.7
T24,Low -,R2,1990,2423,718
T24,Low -,R5,2197,2798,68.8
T24,Low -,R5,1499,1802,48.4
T24,Low -,R5,1959,2248,70.6
T24,Low -,R5,1626,2117,72.7
T24,Low -,R4,2050,2482,999
T24,Low -,R5,2026,2737,70.2
T24,Low -,R5,2540,3381,441
T24,Low -,R4,1921,2585,1550
T24,Low -,R5,1644,2221,59.9
T24,Low -,R5,1858,2238,247
T24,Low -,R5,2078,2374,343
T24,Low -,R4,1791,2239,2528
T24,Low -,R5,2186,2717,72.8
T24,Low -,R2,1754,2406,651
T24,Low -,R2,1738,2006,700
T24,Low -,R5,2204,2944,68.5
T24,Low -,R5,1730,2333,84.2
T24,Low -,R3,1930,2145,47.3
T24,Low -,R5,1555,2341,76.2
T24,Low -,R5,1976,2287,65.8
T24,Low -,R5,2005,2547,68.6
T24,Low -,R5,1738,2404,75.1
T24,Low -,R5,2209,2701,98.5
T24,Low -,R5,1520,2009,429
T24,Low -,R3,1671,2103,37.4
T24,Low -,R5,1392,1978,43.8
T24,Low -,R4,1572,2040,973
T24,Low -,R4,1447,1669,1206
T24,Low -,R5,2167,2522,60.7
T24,Low -,R3,1803,1491,37.2
T24,Low -,R2,1973,2536,692
T24,Low -,R5,2231,2789,72.4
T24,Low -,R5,1351,1639,112
T24,Low -,R5,2096,2703,87
T24,Low -,R4,1567,2081,1303
T24,Low -,R5,1747,2525,59.5
T24,Low -,R5,2129,2850,211
T24,Low -,R4,1856,2367,1466
T24,Low -,R5,1963,2700,74.3
T24,Low -,R5,1936,2514,70.3
T24,Low -,R4,1556,1838,868
T24,Low -,R4,2564,2334,1829
T24,Low -,R5,1759,2227,121
T24,Low -,R5,1909,2404,68.9
T24,Low -,R5,2140,2215,94
T24,Low -,R5,1819,2033,493
T24,Low -,R5,2545,3617,106
T24,Low -,R3,1533,1965,40
T24,Low -,R5,1326,1921,62.2
T24,Low -,R5,1637,2295,61.5
T24,Low -,R5,2411,3468,100
T24,Low -,R5,2158,2370,60.9
T24,Low -,R4,2655,3323,4179
T24,Low -,R3,2088,2042,41
T24,Low -,R4,1603,2245,1853
T24,Low -,R5,2428,2629,67.1
T24,Low -,R4,1973,2339,1792
T24,Low -,R5,2365,2295,61.6
T24,Low -,R5,1876,2415,87.1
T24,Low -,R5,2125,2448,179
T48,Low -,R2,1920,2088,587
T48,Low -,R5,2420,3264,68.7
T48,Low -,R4,1728,1969,2999
T48,Low -,R5,2017,2802,76.5
T48,Low -,R5,1445,2145,92
T48,Low -,R5,1864,2166,55.4
T48,Low -,R5,1758,2018,49.8
T48,Low -,R2,2023,2481,519
T48,Low -,R5,2140,2815,74.9
T48,Low -,R5,1716,2117,60.2
T48,Low -,R5,1854,2502,96.6
T48,Low -,R5,2030,2891,70.4
T48,Low -,R4,1423,1751,2129
T48,Low -,R5,2361,3290,101
T48,Low -,R5,2072,2732,102
T48,Low -,R4,1906,1854,1369
T48,Low -,R5,2208,2875,105
T48,Low -,R5,2571,3079,89.4
T48,Low -,R4,1562,1725,2092
T48,Low -,R5,1977,2264,83.1
T48,Low -,R4,2172,2832,2186
T48,Low -,R5,2170,3018,81.1
T48,Low -,R4,2070,2508,2095
T48,Low -,R5,2177,3110,104
T48,Low -,R5,1587,2217,172
T48,Low -,R5,2261,2810,78
T48,Low -,R4,2573,3240,2817
T48,Low -,R5,1935,2477,84.9
T48,Low -,R4,1879,2624,1184
T48,Low -,R4,1620,2204,2871
T48,Low -,R4,2103,2294,1144
T48,Low -,R4,1945,2370,1672
T48,Low -,R5,1990,2458,71.6
T48,Low -,R4,1416,1938,1092
T48,Low -,R4,1523,1734,2803
T48,Low -,R4,1509,1864,1623
T48,Low -,R5,1448,2259,78.5
T48,Low -,R5,1859,2000,67.7
T48,Low -,R5,2290,3096,204
T48,Low -,R5,2024,2043,450
T48,Low -,R4,1447,1804,2417
T48,Low -,R4,1798,1734,1966
T48,Low -,R5,2029,2521,63.3
T48,Low -,R3,1461,1364,41.8
T48,Low -,R5,2008,2158,213
T48,Low -,R4,1626,1953,2968
T48,Low -,R4,1979,2275,3482
T48,Low -,R4,1887,2189,2636
T48,Low -,R5,2000,2525,119
T48,Low -,R5,2136,2685,63.7
T48,Low -,R5,2292,2830,99.2
T48,Low -,R5,2233,2330,64.2
T0,Low +,R5,2089,2599,505
T0,Low +,R5,1964,2700,357
T0,Low +,R5,1995,1926,410
T0,Low +,R5,2246,2218,461
T0,Low +,R5,2156,2986,476
T0,Low +,R5,2198,2636,215
T0,Low +,R5,1977,2661,472
T0,Low +,R5,1780,1893,433
T0,Low +,R5,1531,1300,413
T0,Low +,R5,2544,3284,320
T0,Low +,R5,2641,2312,85.1
T0,Low +,R5,2044,1491,320
T0,Low +,R5,2531,2283,59
T0,Low +,R5,2618,3362,394
T0,Low +,R5,1391,1536,318
T0,Low +,R5,2153,2315,505
T0,Low +,R5,2239,1401,138
T0,Low +,R5,1435,1525,263
T0,Low +,R5,1800,2026,204
T0,Low +,R5,1712,2078,77.7
T0,Low +,R5,2630,2517,341
T0,Low +,R5,2558,2726,251
T0,Low +,R5,2204,1696,464
T0,Low +,R5,1403,1943,65.3
T0,Low +,R5,1699,2028,83.4
T0,Low +,R5,2349,3205,225
T0,Low +,R5,2078,1792,441
T0,Low +,R5,2050,2545,339
T0,Low +,R5,2015,2112,511
T0,Low +,R5,1947,2339,327
T0,Low +,R5,1868,2348,358
T0,Low +,R5,1553,1956,275
T0,Low +,R5,2071,1981,282
T0,Low +,R5,2317,2575,70.3
T0,Low +,R5,2153,1859,255
T0,Low +,R5,2384,2950,361
T0,Low +,R5,2092,2546,196
T0,Low +,R5,1929,2317,256
T0,Low +,R5,2406,2254,88.3
T0,Low +,R5,2590,3378,356
T0,Low +,R5,2483,2675,178
T0,Low +,R5,2007,2591,333
T0,Low +,R5,1979,2195,509
T0,Low +,R5,2253,2821,268
T0,Low +,R5,1699,2130,298
T0,Low +,R5,2563,3070,293
T0,Low +,R5,2228,2461,294
T0,Low +,R5,1777,1829,57.3
T0,Low +,R5,1943,2403,130
T0,Low +,R5,1926,1733,203
T0,Low +,R5,1549,1770,74.5
T0,Low +,R5,1392,1420,43.1
T0,Low +,R5,1988,2478,454
T0,Low +,R5,2072,2195,500
T0,Low +,R5,2497,3056,590
T0,Low +,R5,2078,2324,341
T0,Low +,R5,1568,2054,254
T0,Low +,R5,2092,2225,332
T0,Low +,R5,1429,2053,431
T0,Low +,R5,2097,2374,525
T0,Low +,R5,2153,1995,59.6
T0,Low +,R5,2545,2418,282
T0,Low +,R5,1697,1900,211
T0,Low +,R5,2420,2058,120
T0,Low +,R5,2177,3178,384
T0,Low +,R5,2296,1856,406
T0,Low +,R5,1704,2371,275
T0,Low +,R5,2238,2272,143
T0,Low +,R5,2254,2462,76.9
T0,Low +,R5,2616,2091,469
T0,Low +,R5,1322,1725,412
T0,Low +,R5,2375,1642,400
T0,Low +,R5,1826,2358,364
T0,Low +,R5,1962,1509,489
T0,Low +,R5,2186,2362,303
T0,Low +,R5,2708,2204,413
T0,Low +,R5,2071,2810,411
T0,Low +,R5,2563,2375,336
T0,Low +,R5,1757,1041,78.3
T0,Low +,R5,1783,1875,123
T0,Low +,R5,2275,1879,398
T0,Low +,R5,2719,2055,260
T0,Low +,R5,1818,2326,487
T0,Low +,R5,1968,1780,503
T0,Low +,R5,2239,2053,417
T0,Low +,R5,2172,1234,269
T0,Low +,R5,2496,2629,143
T0,Low +,R5,1959,2328,324
T0,Low +,R5,1692,1897,338
T0,Low +,R5,1978,2271,479
T0,Low +,R5,2219,2480,323
T0,Low +,R5,1941,2586,85.1
T0,Low +,R5,2007,1911,180
T0,Low +,R5,1721,1853,221
T0,Low +,R5,1533,1493,352
T0,Low +,R5,2444,1706,101
T0,Low +,R5,1607,2152,60.4
T0,Low +,R5,2156,1568,279
T0,Low +,R5,2348,3153,436
T0,Low +,R5,2231,2079,404
T0,Low +,R5,2164,2575,473
T0,Low +,R5,1352,1760,220
T0,Low +,R5,2166,2025,55
T0,Low +,R5,2301,2967,422
T0,Low +,R5,2672,3221,603
T0,Low +,R5,2387,3077,283
T0,Low +,R5,1968,1942,215
T0,Low +,R5,1833,1633,244
T0,Low +,R5,2194,2435,512
T0,Low +,R5,1954,2215,218
T0,Low +,R5,2235,2707,474
T0,Low +,R5,2216,3028,223
T0,Low +,R5,1839,1870,302
T0,Low +,R5,2061,1901,443
T0,Low +,R5,2200,2201,193
T0,Low +,R5,1755,2523,190
T0,Low +,R5,2182,2760,197
T0,Low +,R5,1916,2077,382
T0,Low +,R5,2061,2020,92.1
T0,Low +,R5,2096,2365,54.9
T0,Low +,R5,2428,2574,87.7
T0,Low +,R5,1913,1662,458
T0,Low +,R5,2213,1558,130
T0,Low +,R5,2116,2387,294
T0,Low +,R5,1827,2859,420
T0,Low +,R5,2193,2495,226
T0,Low +,R5,1916,1564,311
T0,Low +,R5,2068,2194,308
T0,Low +,R5,1604,2338,83.3
T0,Low +,R5,1916,1739,175
T0,Low +,R5,1731,2161,326
T0,Low +,R5,1956,1932,502
T0,Low +,R5,1981,1874,485
T0,Low +,R5,2175,2930,70.1
T0,Low +,R5,2214,2873,224
T0,Low +,R5,2204,2708,461
T0,Low +,R5,2258,1832,466
T0,Low +,R5,2097,2173,184
T0,Low +,R5,1903,2083,243
T0,Low +,R5,1966,2216,283
T0,Low +,R5,1849,2875,450
T0,Low +,R5,1746,1995,227
T0,Low +,R5,1507,2197,367
T0,Low +,R5,1864,2227,343
T0,Low +,R5,2079,2861,419
T0,Low +,R5,2151,2423,124
T0,Low +,R5,2656,2890,160
T0,Low +,R5,1542,2033,279
T0,Low +,R5,2345,1559,61
T0,Low +,R5,1892,1684,59.7
T0,Low +,R5,2034,1832,141
T0,Low +,R5,1492,1789,63.7
T0,Low +,R5,2149,2098,225
T0,Low +,R5,2137,1894,379
T0,Low +,R5,1855,1475,416
T0,Low +,R5,2103,2037,241
T0,Low +,R5,1798,2035,81.9
T0,Low +,R5,1885,2123,393
T0,Low +,R5,1595,1940,122
T0,Low +,R5,1998,1567,302
T0,Low +,R5,2267,3001,475
T0,Low +,R5,2511,2253,439
T0,Low +,R5,1889,1831,61.2
T0,Low +,R5,1964,1815,177
T0,Low +,R5,2346,2530,260
T0,Low +,R5,1779,2228,325
T0,Low +,R5,1782,1925,393
T0,Low +,R5,2765,3500,159
T0,Low +,R5,2342,1896,56.1
T0,Low +,R5,2129,2967,371
T0,Low +,R5,2541,2835,238
T0,Low +,R5,2228,2076,364
T0,Low +,R5,1551,1976,60.8
T0,Low +,R5,1540,2015,222
T0,Low +,R5,2097,1764,316
T0,Low +,R5,2598,2629,494
T0,Low +,R5,1906,2393,342
T0,Low +,R5,2112,2245,444
T0,Low +,R5,2103,2908,350
T0,Low +,R5,1859,1949,58.3
T0,Low +,R5,2693,2237,301
T0,Low +,R5,2077,2091,68.3
T0,Low +,R5,2256,1877,412
T0,Low +,R5,1970,2209,187
T0,Low +,R5,1990,2561,422
T0,Low +,R5,2303,2571,308
T0,Low +,R5,1935,1641,391
T0,Low +,R5,2348,2353,57.4
T0,Low +,R5,2378,1844,200
T0,Low +,R5,2172,1877,57.1
T0,Low +,R5,1681,1377,73.5
T0,Low +,R5,1820,1233,495
T0,Low +,R5,2284,2493,487
T0,Low +,R5,1625,2206,216
T0,Low +,R5,1695,1949,48.8
T0,Low +,R5,1359,2219,305
T0,Low +,R5,2007,1958,398
T0,Low +,R5,1729,2596,380
T0,Low +,R5,2230,2154,200
T0,Low +,R5,1996,2218,68.9
T0,Low +,R5,2134,2368,314
T0,Low +,R5,1868,2755,62.2
T0,Low +,R5,2326,2506,115
T0,Low +,R5,2401,2866,501
T0,Low +,R5,2058,2393,71.6
T0,Low +,R5,2227,3045,424
T0,Low +,R5,2172,2491,249
T0,Low +,R5,1881,1897,253
T0,Low +,R5,2224,1818,67
T0,Low +,R5,1709,1879,56.2
T0,Low +,R5,2247,2164,307
T0,Low +,R5,2029,2354,470
T0,Low +,R5,1791,1819,325
T0,Low +,R5,1923,1737,212
T0,Low +,R5,1587,2171,407
T0,Low +,R5,2062,2380,406
T0,Low +,R5,1370,1628,257
T0,Low +,R5,1925,1302,212
T0,Low +,R5,1871,2596,212
T0,Low +,R5,2515,2729,251
T0,Low +,R5,1736,2771,227
T0,Low +,R5,1658,1815,82.8
T0,Low +,R5,2636,2678,471
T0,Low +,R5,1662,2196,385
T0,Low +,R5,2493,3379,370
T0,Low +,R5,2687,2046,348
T0,Low +,R5,1425,1760,47.2
T0,Low +,R5,2242,2478,140
T0,Low +,R5,2017,1713,482
T0,Low +,R5,2033,2446,73.2
T0,Low +,R5,2019,1813,70.7
T0,Low +,R5,2585,2927,106
T0,Low +,R5,1768,1799,178
T0,Low +,R5,2523,2593,289
T0,Low +,R5,1878,2631,321
T0,Low +,R5,1824,1920,165
T0,Low +,R5,2466,1914,102
T0,Low +,R5,2267,2766,258
T0,Low +,R5,1331,2049,296
T0,Low +,R5,2262,1541,145
T0,Low +,R5,2150,1949,429
T0,Low +,R5,1515,1959,282
T0,Low +,R5,2219,1982,358
T0,Low +,R5,1415,1802,429
T0,Low +,R5,1739,1936,441
T0,Low +,R5,1702,1832,302
T0,Low +,R5,2102,2452,308
T0,Low +,R5,2304,2128,118
T0,Low +,R5,1791,2140,213
T0,Low +,R5,2429,2448,275
T0,Low +,R5,2071,1796,458
T0,Low +,R5,1773,2180,339
T0,Low +,R5,1936,1576,106
T0,Low +,R5,2594,2344,328
T0,Low +,R5,2078,2939,158
T0,Low +,R5,2686,3015,70.4
T0,Low +,R5,2879,2144,518
T0,Low +,R5,1729,2409,77.1
T0,Low +,R5,2677,3398,241
T0,Low +,R5,2282,2085,185
T0,Low +,R5,1544,2278,59.6
T0,Low +,R5,1793,1857,255
T0,Low +,R5,2040,2840,115
T0,Low +,R5,1696,2224,250
T0,Low +,R5,1501,1365,321
T0,Low +,R5,1390,1865,167
T0,Low +,R5,2640,3387,167
T0,Low +,R5,1823,1959,74.4
T0,Low +,R5,2446,2599,440
T0,Low +,R5,1893,2152,309
T0,Low +,R5,2013,1912,88.7
T0,Low +,R5,2753,2285,386
T0,Low +,R5,2031,1898,503
T0,Low +,R5,2089,2803,276
T0,Low +,R5,1479,1575,49.9
T0,Low +,R5,1785,1687,366
T0,Low +,R5,2131,1723,121
T0,Low +,R5,1929,2210,256
T0,Low +,R5,1793,1491,309
T0,Low +,R5,1975,2415,317
T0,Low +,R5,2129,3033,209
T0,Low +,R5,1616,2072,112
T0,Low +,R5,1406,1946,119
T0,Low +,R5,2188,2674,113
T0,Low +,R5,2250,2745,128
T0,Low +,R5,2772,2698,219
T0,Low +,R5,1555,2002,439
T0,Low +,R5,2615,1805,149
T0,Low +,R5,2260,2339,320
T0,Low +,R5,2272,1835,344
T0,Low +,R5,1854,1580,310
T0,Low +,R5,2117,2074,80.2
T0,Low +,R5,2100,2433,56.7
T0,Low +,R5,2822,2865,441
T0,Low +,R5,1927,2194,52.7
T0,Low +,R5,2465,1989,132
T0,Low +,R5,1851,2526,108
T0,Low +,R5,2127,2254,442
T0,Low +,R5,2299,2723,266
T0,Low +,R5,1903,1825,465
T0,Low +,R5,2211,1942,479
T0,Low +,R5,2077,1936,234
T0,Low +,R5,1744,1960,287
T0,Low +,R5,2072,3028,94.4
T0,Low +,R5,2495,2128,114
T0,Low +,R5,2323,2551,541
T0,Low +,R5,1549,1188,448
T0,Low +,R5,2044,2628,67.6
T0,Low +,R5,2513,2535,447
T0,Low +,R5,1675,1739,384
T0,Low +,R5,1418,2056,235
T0,Low +,R5,2300,2483,423
T0,Low +,R5,1896,1996,78.1
T0,Low +,R5,2044,1543,188
T0,Low +,R5,1501,1694,288
T0,Low +,R5,2089,2435,71.8
T0,Low +,R5,2161,2186,330
T0,Low +,R5,2206,1711,361
T0,Low +,R5,1678,1633,210
T0,Low +,R5,2135,2233,75.3
T0,Low +,R5,2529,2664,592
T0,Low +,R5,1559,2238,66.5
T0,Low +,R5,2076,1461,98.4
T0,Low +,R5,2056,2222,211
T0,Low +,R5,2133,2302,112
T0,Low +,R5,2125,2440,292
T0,Low +,R5,1579,1816,54
T0,Low +,R5,2285,1424,326
T0,Low +,R5,2047,2503,386
T0,Low +,R5,2022,2225,61.6
T0,Low +,R5,2123,1951,259
T0,Low +,R5,2384,2057,261
T0,Low +,R5,1843,2141,464
T0,Low +,R5,2001,1776,209
T0,Low +,R5,1999,1954,56.2
T0,Low +,R5,2362,2216,287
T0,Low +,R5,1888,1766,217
T0,Low +,R5,1803,1859,92
T0,Low +,R5,1469,1986,169
T0,Low +,R5,1654,2031,230
T0,Low +,R5,2479,2199,398
T0,Low +,R5,1706,1841,195
T0,Low +,R5,2039,1710,330
T0,Low +,R5,1613,2287,343
T0,Low +,R5,2646,1656,236
T0,Low +,R5,1846,2510,420
T0,Low +,R5,2523,1857,101
T0,Low +,R5,1475,937,381
T24,Low +,R4,2247,2420,1020
T24,Low +,R5,1995,2381,338
T24,Low +,R5,2075,2464,141
T24,Low +,R4,1378,1655,1208
T24,Low +,R2,1468,2242,460
T24,Low +,R4,1502,1994,1535
T24,Low +,R5,2008,2454,305
T24,Low +,R2,1987,2534,822
T24,Low +,R5,1965,2840,347
T24,Low +,R4,2434,2988,1188
T24,Low +,R5,1680,2210,230
T24,Low +,R4,1677,2175,2529
T24,Low +,R5,2352,3277,149
T24,Low +,R4,1795,2444,1306
T24,Low +,R4,2120,2565,2766
T24,Low +,R4,1402,1946,915
T24,Low +,R5,2014,2451,153
T24,Low +,R2,1539,2239,461
T24,Low +,R4,1877,2029,1088
T24,Low +,R5,2160,2912,464
T24,Low +,R4,2192,2800,3444
T24,Low +,R4,1302,1762,828
T24,Low +,R5,2375,3323,309
T24,Low +,R5,2055,2814,290
T24,Low +,R5,1588,1860,129
T24,Low +,R4,2076,2339,1359
T24,Low +,R4,1810,1702,2130
T24,Low +,R4,1633,2378,1885
T24,Low +,R4,1631,2345,1484
T24,Low +,R4,1900,2204,1279
T24,Low +,R2,2227,2947,608
T24,Low +,R5,1478,1670,151
T24,Low +,R4,1910,2504,2691
T24,Low +,R4,1813,2352,915
T24,Low +,R5,1923,2457,474
T24,Low +,R5,2193,2020,133
T24,Low +,R5,1693,1923,455
T24,Low +,R5,2126,2465,239
T24,Low +,R2,2077,2362,716
T24,Low +,R4,1554,2213,1987
T24,Low +,R4,2164,2912,1418
T24,Low +,R5,1916,2530,60.9
T24,Low +,R5,1709,2449,109
T24,Low +,R5,1877,2712,411
T24,Low +,R4,1836,2079,1419
T24,Low +,R5,2137,2553,221
T24,Low +,R4,1957,2311,988
T24,Low +,R4,2046,2607,2217
T24,Low +,R4,1625,2092,888
T24,Low +,R4,2044,2739,3515
T24,Low +,R5,1699,2215,281
T24,Low +,R4,1903,1970,1211
T24,Low +,R5,1879,2168,425
T24,Low +,R2,2036,2844,775
T24,Low +,R5,2048,2387,478
T24,Low +,R4,2153,2791,1874
T24,Low +,R5,1906,2099,117
T24,Low +,R5,1884,2687,165
T24,Low +,R4,1835,2538,1967
T24,Low +,R4,1796,2268,2171
T24,Low +,R5,2333,2288,108
T24,Low +,R5,2061,2980,361
T24,Low +,R2,1697,2344,560
T24,Low +,R5,1942,2387,123
T24,Low +,R2,1898,2131,538
T24,Low +,R5,2038,2483,440
T24,Low +,R5,1976,2416,108
T24,Low +,R5,2286,2504,277
T24,Low +,R2,1672,1624,857
T24,Low +,R4,1780,2599,1158
T24,Low +,R5,2080,2413,203
T24,Low +,R5,1362,1704,183
T24,Low +,R2,1939,2174,685
T24,Low +,R2,2158,3252,713
T24,Low +,R5,1907,2437,60.3
T24,Low +,R5,1763,2050,242
T24,Low +,R4,2158,2776,1097
T24,Low +,R2,2247,2812,753
T24,Low +,R4,2099,2906,1374
T24,Low +,R5,1942,2251,61.3
T24,Low +,R5,1596,2346,215
T24,Low +,R5,2399,2998,204
T24,Low +,R5,1599,1867,446
T24,Low +,R5,1774,2290,100
T24,Low +,R4,1853,2256,2945
T24,Low +,R4,1626,2142,1150
T24,Low +,R5,1814,2319,96.3
T24,Low +,R5,1496,2160,336
T24,Low +,R5,2147,1949,507
T24,Low +,R5,2058,2368,245
T24,Low +,R3,1357,1822,34.3
T24,Low +,R5,1464,1815,191
T24,Low +,R5,2624,2714,485
T24,Low +,R5,2341,3082,256
T24,Low +,R5,2323,2506,153
T24,Low +,R5,2118,2152,255
T24,Low +,R5,2246,3009,149
T24,Low +,R4,2244,2759,1139
T24,Low +,R5,2172,2121,59.8
T24,Low +,R2,2712,2852,1092
T24,Low +,R4,1728,2247,954
T24,Low +,R4,2782,3408,1165
T24,Low +,R5,2265,2615,164
T24,Low +,R5,1778,2135,129
T24,Low +,R5,1887,1969,321
T24,Low +,R5,2059,2631,151
T24,Low +,R5,1862,2460,187
T24,Low +,R5,1909,2039,77.6
T24,Low +,R5,2031,2635,166
T24,Low +,R5,1872,2372,194
T48,Low +,R4,2014,2353,3155
T48,Low +,R2,2022,2452,568
T48,Low +,R5,1813,2542,68.7
T48,Low +,R5,1783,2541,360
T48,Low +,R4,1542,1964,1655
T48,Low +,R5,1565,2491,303
T48,Low +,R5,1295,1959,174
T48,Low +,R5,1838,1819,276
T48,Low +,R4,2081,2531,2304
T48,Low +,R4,2284,3674,4038
T48,Low +,R4,1455,2135,2675
T48,Low +,R4,1828,1950,3150
T48,Low +,R5,1838,2358,286
T48,Low +,R4,1410,2063,2283
T48,Low +,R4,1658,2138,2493
T48,Low +,R4,2698,3662,4685
T48,Low +,R4,2000,2314,1034
T48,Low +,R5,1689,2253,169
T48,Low +,R4,2532,3351,1263
T48,Low +,R5,1870,2439,274
T48,Low +,R5,2137,3032,444
T48,Low +,R5,2148,2687,305
T48,Low +,R2,1276,2056,2467
T48,Low +,R2,1933,2165,496
T48,Low +,R2,1713,2412,608
T48,Low +,R5,1766,2329,47.7
T48,Low +,R2,1957,2673,540
T48,Low +,R4,2529,3514,4245
T48,Low +,R4,1793,1921,2807
T48,Low +,R2,1694,2540,645
T48,Low +,R4,1907,2881,3410
T48,Low +,R4,1872,2343,2946
T48,Low +,R4,1329,1549,1761
T48,Low +,R5,2139,2165,194
T48,Low +,R5,2263,2907,365
T48,Low +,R5,2154,2416,343
T48,Low +,R5,1908,2027,181
T48,Low +,R4,1620,1881,2821
T48,Low +,R4,2298,2448,1843
T48,Low +,R4,1976,2726,3541
T48,Low +,R5,1892,2349,323
T48,Low +,R4,1984,2464,3210
T48,Low +,R5,1710,2214,195
T48,Low +,R4,1912,2634,3449
T48,Low +,R4,2190,2470,3209
T48,Low +,R5,2270,2505,534
T48,Low +,R4,1554,2232,2937
T48,Low +,R5,2226,2519,299
T48,Low +,R5,1652,2266,215
T48,Low +,R4,1895,2240,1393
T48,Low +,R5,1492,1877,237
T48,Low +,R4,1689,2371,2582
T48,Low +,R2,1701,2483,506
T48,Low +,R4,1639,2156,1803
T48,Low +,R5,2170,1801,197
